Song No.,1.Meter,2.No of beats,3.Beat sub-division ,4. No. of sub-beats,5.Syncopation,6.Motivic redundancy ,7.Durational variability ,8.Tonality,9. Mode,10.No. of scale degrees ,11.Hemitonicity ,12.Maximum interval size ,13.Melodic range ,14.Melodic contour ,15.Melisma ,16.Vocables,17. Number of vocal parts ,18.Rhythmic texture ,19.Harmonic interval ,20.Relative contour ,21.Phrase repetition ,22.Phrase length,23.Phrase symmetry,24.Solo/group arrangement ,25.Responsorial relationship ,26. Phrase overlap,(Cantometrics#)5. Tonal blend,6. Rhythmic blend,23. Embellishment,24. Tempo,25. Volume,26. Rubato,28. Glissando,30. Tremolo,31. Glottal shake,32. Register,33.  Vocal width,34. Nasality,35. Rasp,36. Accent,37. Enunciation,CantoCore ID No.,Other comment,Population Name,Recording source,Album Name,Track No.,Song name,Cantogroup,MDS coordinate dimension 1,MDS coordinate dimension 2
439,ab,,,,,0.5,0.5,e,a,0,0,0.5,0,ac,0,1,0,,,,0.5,1,0.5,a,a,,,,0.5,0.6,0.5,0.333333333,0.666666667,0.5,0,0.5,0,0.25,0,0.25,0.75,1522,Chant H_roique A Cappella,Nivkh,Lecomte (1995-2012),Siberie 6: Sakhalin: Vocal and instrumental music,29,"Heroic a cappella song, tilgur (tylgu, tylgurs)",green,0.087225465,0.145542498
440,d,a,c,a,0,1,0.5,e,e,0.5,0,0.5,0.5,fe,0,0.5,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.25,1,1,1,0.5,0.5,0.333333333,0.25,0.25,0.75,0.25,1790,Chant A Cappella,Ujl'ta/Orok,Lecomte (1995-2012),Siberie 6: Sakhalin: Vocal and instrumental music,30,A cappella song (welcoming song),yellow,-0.091061858,-0.04598407
441,b,,,,,0.5,0,e,e,0,0,0,0,fc,0.5,1,0,,,,0.5,0.5,0.5,a,a,,,,0.25,0.6,0.25,0.333333333,0.666666667,0.5,0.5,0.75,0,0.25,0.25,0.5,0.5,1425,Berceuse,Ujl'ta/Orok,Lecomte (1995-2012),Siberie 6: Sakhalin: Vocal and instrumental music,31,Lullaby,green,0.067367526,0.110656151
442,d,a,c,a,0,1,0,e,e,0.5,0,0.5,0,ce,0,0.5,0,,,,1,0.5,0,a,a,,,,0.75,0.4,0.5,1,0.666666667,1,0.5,0.75,0,0.25,0.25,0.25,0.5,1504,"Tambour Daali, Ceinture è Sonnailles Jaakpa Et Chant",Ujl'ta/Orok,Lecomte (1995-2012),Siberie 6: Sakhalin: Vocal and instrumental music,32,"Daali drum, jaakpa jingle belt and vocals",yellow,-0.135900253,0.011125234
443,d,a,c,a,0,1,0,e,a,0.5,0,0.5,0,ef,0.5,0,0,,,,1,0,0,a,a,,,,0.5,0.6,0.5,0.666666667,0.666666667,1,0.5,0.75,0.333333333,0.25,0.25,0.75,0.5,1447,Chant A Cappella,Ujl'ta/Orok,Lecomte (1995-2012),Siberie 6: Sakhalin: Vocal and instrumental music,34,A cappella song (about wedding preparation),yellow,-0.089862454,-0.003749742
444,d,a,c,b,0,1,0.5,e,d,0.5,0,1,0.5,f,1,0,0,,,,1,0,0,a,a,,,,0.5,0.6,0.5,1,1,1,0.5,0.75,0.333333333,0.5,0.25,0.5,0.5,1441,Chant A Cappella,Ujl'ta/Orok,Lecomte (1995-2012),Siberie 6: Sakhalin: Vocal and instrumental music,35,A cappella song (about waiting for brother),yellow,-0.059825737,-0.050747027
445,b,,,,,1,0.5,e,a,0,0,0,0,a,0.5,0.5,0,,,,1,0.5,0,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,0,0.5,0,0.25,0.5,0.75,0.5,1480,Berceuse,Ujl'ta/Orok,Lecomte (1995-2012),Siberie 6: Sakhalin: Vocal and instrumental music,36,Lullaby,green,-0.005670187,0.110980945
446,ba,,,,,0,0.5,ec,a,0,0.5,0,0,a,1,0.5,0,,,,0,1,0.5,a,a,,,,0.5,0.6,0.5,0.333333333,0.333333333,0.5,1,0.75,0.333333333,0.5,0.5,0.75,0.5,2130,How niartso mekad vadavy raised me,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,1,How niartso mekad vadavy raised me,green,0.172587524,0.158524117
447,b,,,,,0.5,1,ea,e,0.5,0,0.5,0.5,ef,0.5,0,0,,,,0,0.5,0.5,a,a,,,,0.5,0.8,0.5,0.333333333,0.666666667,0.5,1,0.5,0.333333333,0.25,0.5,0.5,0.25,2085,The daughter of the old silero,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,2,The daughter of the old silero,purple,0.139400588,0.013662276
448,b,,,,,0.5,0.5,ea,a,0,0,0.5,0,f,0.5,1,0,,,,0,0,0.5,a,a,,,,0.75,0.4,0.25,0.333333333,0.333333333,0.5,1,0.75,0.333333333,0.5,0.25,0.25,0.75,2090,My drum. the four seven,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,3,My drum. the four seven,green,0.044583098,0.177030697
449,b,,,,,0.5,0,ea,d,0,1,0,0,ae,0.5,0.5,0,,,,0,1,0.5,a,a,,,,0.5,0.8,0.5,0.333333333,0.666666667,1,0.5,0.75,0.333333333,0.5,0.5,0.75,0.5,1650,The three great faces,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,4,The three great faces,green,0.107104488,0.15978474
450,b,,,,,0,1,e,a,0,0,0.5,0,fe,0.5,0,0,,,,0,1,0.5,a,a,,,,0.5,0.8,0.5,0.333333333,0.333333333,1,0.5,0.75,0.333333333,0.5,0.5,0.5,0.25,2047,Numi japtik's personal song,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,5,Numi japtik's personal song,green,0.166620331,0.077837781
451,ba,,,,,0,0,e,d,0,0,0.5,0,fe,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.25,0.333333333,1,1,1,0.25,0.666666667,0.5,0.5,0.5,0.25,2229,My lead reindeer,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,6,My lead reindeer,green,0.070762391,0.097302921
452,d,a,c,b,0,1,0,ea,e,0,0,0.5,0,fc,0,0.5,0,,,,1,0,0,a,a,,,,0.75,0.6,0.5,1,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.5,0.25,1617,I am the strongest,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,7,I am the strongest,red,-0.154880891,0.053225075
453,b,,,,,0,0,ec,a,0.5,0.5,0.5,0.5,a,1,0.5,0,,,,0,1,0,a,a,,,,0.5,0.6,0.75,0.333333333,0.333333333,0.5,0.5,0.75,0.333333333,0.5,0.25,0.5,0.5,2099,My wife the craftswoman sews,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,8,My wife the craftswoman sews,green,0.132379052,0.101688945
454,d,a,c,a,0,1,0,e,a,0.5,0,0.5,0,cd,0.5,0,0,,,,0.5,0,0,a,a,,,,0.5,0.6,0.5,0.333333333,0.333333333,1,1,0.5,0,0.25,0.25,0.25,0.5,2120,Lakhanako,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,9,Lakhanako,yellow,-0.09584259,0.007607814
455,db,b,c,a,0,1,0,a,,,,0,0,ce,0,0.5,0,,,,0.5,0,0,a,a,,,,0.75,0.8,0.5,0.666666667,0.333333333,1,1,0.5,0.333333333,0.5,0.5,0.5,0.25,2014,Lullaby,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,10,Lullaby,yellow,-0.126481671,0.11413856
456,b,,,,,1,1,e,a,0.5,0,0.5,0.5,fc,0.5,0,0,,,,0.5,0.5,0.5,a,a,,,,0.5,0.6,0.75,0.666666667,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.75,0.5,2059,A woman describes to her husband the way she lives,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,11,A woman describes to her husband the way she lives,green,0.085477467,0.004996945
457,b,,,,,0.5,0.5,e,e,0.5,0,0.5,0.5,fc,1,0,0,,,,0,0.5,0.5,a,a,,,,0.5,0.6,0.5,0.333333333,0.333333333,1,0,0.5,0.333333333,0.25,0.75,0.5,0.25,2184,My beloved wife,Nenec,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,12,My beloved wife,purple,0.148188022,0.006753619
458,b,,,,,0.5,0,e,e,0,0,0,0,ea,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.25,0.666666667,0.666666667,1,1,0.75,0,0.5,0.25,0.5,0.75,1648,The personal song of a grandfather who was a shamen,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,13,The personal song of a grandfather who was a shamen,green,0.001657711,0.149973698
459,d,a,c,b,0,1,0,e,d,1,0.5,0.5,1,cf,0,0,0,,,,1,0.5,0,a,a,,,,1,0.4,0.5,0.666666667,1,1,1,0.5,0.333333333,0.75,0.5,0.5,0.25,2128,"Sel'kup people, stand up, sel'kup!",Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,14,"Sel'kup people, stand up, sel'kup!",yellow,-0.099653199,-0.033223461
460,ab,,,,,0,1,e,d,0,0,0.5,0,ea,0,0,0,,,,0,0.5,0.5,a,a,,,,0.5,0.4,0.5,0.333333333,0.666666667,0.5,0.5,0.75,0.333333333,0.75,0.5,0.5,0.25,2225,"The song for her husband, a reindeer breeder",Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,15,"The song for her husband, a reindeer breeder",green,0.141769971,0.144603668
461,d,a,c,b,0,1,0.5,ea,d,0,0,0.5,0.5,af,0,0.5,0,,,,1,0,0,a,a,,,,0.5,0.6,0.5,1,0.333333333,0.5,0.5,0.75,0.333333333,0.75,0.25,0.25,0.25,2155,Grandmother song,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,16,Grandmother song,yellow,-0.115104369,0.065857838
462,a,,,,,0,1,e,a,0,0,0.5,0,af,0,0,0,,,,0.5,0.5,0.5,a,a,,,,0.75,,0.75,,0.666666667,1,1,1,1,0.5,0.25,0.75,0.75,2049,How long have i been,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,17,How long have i been,green,0.090651458,0.144170979
463,a,,,,,0,0.5,e,d,0.5,0.5,0.5,0,c,0,0,0,,,,1,0,0,a,a,,,,0.5,0.4,0.75,,0.666666667,1,1,1,0,0.75,0.25,0.75,0.5,2198,Song of the grandfather,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,18,Song of the grandfather,green,0.026887822,0.120018622
464,a,,,,,0,0.5,ea,e,0.5,0,0.5,0.5,ac,0,0,0,,,,0,0.5,0.5,a,a,,,,0.75,0.8,0.75,,0.333333333,1,1,0.75,0.333333333,0.5,0.25,0.75,0.25,2104,Song learnt in his childhood,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,19,Song learnt in his childhood,green,0.094273225,0.112948139
465,da,a,c,a,0,1,0.5,ea,d,0.5,0,0.5,0,fc,0,0,0,,,,1,0,0,a,a,,,,0.5,0.4,0.75,0.333333333,0.333333333,1,1,0.75,0,0.25,0.25,0.75,0.5,2111,Iosif ivanovic kubolev's song,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,21,Iosif ivanovic kubolev's song,yellow,-0.069585062,0.053687592
466,ba,,,,,1,0.5,e,d,0.5,0,0.5,1,ce,0,0,0,,,,0.5,1,0,a,a,,,,0.75,0.4,0.75,0.333333333,0.666666667,1,1,0.75,0,0.25,0.25,0.5,0.5,2009,I live alone,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,22,I live alone,green,0.065210954,0.031584903
467,d,b,c,a,0,1,0.5,e,d,1,0.5,0.5,0.5,cf,0.5,0.5,0,,,,0.5,0.5,0,a,a,,,,0.75,0.6,0.5,1,1,1,1,0.5,0.333333333,0.75,0.5,0.5,0.25,1622,Song about fishing,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,23,Song about fishing,yellow,-0.045532484,-0.044799275
468,db,a,c,a,0.5,1,0.5,e,d,1,0.5,0.5,1,ec,0,0.5,0,,,,1,0.5,0,a,a,,,,1,0.6,0.5,0.666666667,1,1,1,0.5,0.666666667,0.75,0.75,0.5,0.25,2153,Song about reindeer breeding,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,24,Song about reindeer breeding,yellow,-0.079854924,-0.028592494
469,b,,,,,0.5,0.5,e,d,1,0.5,0.5,1,ce,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.5,0.333333333,1,1,1,0.5,0.333333333,0.75,0.5,0.5,0.25,2176,Song about how our ancestors used to live in the woods,Selkup,Lecomte (1995-2012),Siberie 7: Voices from the Arctic Land's End,25,Song about how our ancestors used to live in the woods,green,0.082687426,0.021233465
470,a,,,,,0.5,0.5,e,e,0.5,0,0.5,0.5,e,0.5,0,0,,,,1,0.5,0,a,a,,,,0.75,,0.5,,1,1,1,0.75,0.333333333,0.75,0.5,0.5,0.5,1394,Galina Andreevna Lekhanova (Ogol) -Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,1,Galina Andreevna Lekhanova (ogol) (Wishing song),green,0.041692796,0.013087426
471,d,c,c,a,0,1,0,e,e,0.5,0,0.5,0.5,ef,0,0,0,,,,1,0,0,a,a,,,,0.75,0.4,0.5,0.666666667,1,1,1,0.75,0.333333333,0.5,0.25,0.5,0.5,1747,Nina Prokop'evna Pudova (Kumalakan) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,2,Nina Prokop'evna Pudova (kumalakan) (Wishing song),yellow,-0.109977556,0.007487989
472,d,b,c,a,0,1,0,e,e,0.5,0,0.5,0,fd,0.5,0,0,,,,1,0,0,a,a,,,,0.75,0.6,0.25,0.666666667,0.666666667,1,1,0.75,0,0.25,0.25,0.25,0.5,1545,Elizaveta Petrovna Kirilova (Ogol) -Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,3,Elizaveta Petrovna Kirilova (ogol) (Wishing song),yellow,-0.122047198,0.018918578
473,db,b,c,a,0,0.5,0.5,e,d,0.5,0,0.5,0.5,cf,0.5,0,0,,,,1,0,0,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.5,0.333333333,0.75,0.25,0.5,0.5,1603,Vladimir Andreev - Ust'-Njukza,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,4,Vladimir Andreev (Wishing song),yellow,-0.022292398,0.017484903
474,b,,,,,1,0,e,d,0.5,0,0.5,0,e,0.5,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.6,0.5,0.666666667,1,1,1,0.75,0.333333333,0.5,0.5,0.5,0.5,1496,Anfissa Pavlovna Avelova (Ogol) - Cita,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,5,Anfissa Pavlovna Avelova (ogol) (Wishing song),green,0.021607728,0.059884732
475,d,b,c,a,0,1,0.5,e,e,0,0,0,0,ef,0.5,0.5,0,,,,1,0.5,0,a,a,,,,0.75,0.6,0.5,0.666666667,1,1,0.5,0.75,0.333333333,0.25,0.75,0.75,0.5,1390,Galina Andreevna Abramova (Ñgèj) - Ust'-Njukza,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,6,Galina Andreevna Abramova (egej) (Wishing song),yellow,-0.064457409,0.01606888
476,db,a,c,a,0,1,0,e,e,0.5,0.5,0.5,0,e,0,0,0,,,,1,0,0,a,a,,,,1,0.4,0.5,0.666666667,1,1,1,0.75,0.333333333,0.5,0.5,0.5,0.5,1349,Prokopij Egorovic Nikolaev - Tjanja,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,7,Prokopij Egorovic Nikolaev (Wishing song),yellow,-0.139877765,0.032936847
477,d,a,c,b,0,1,0,e,e,0,1,0.5,0,e,0,0.5,0,,,,1,0,0,c,c,0,0.75,0.8,1,0.8,0.75,0.666666667,0.666666667,1,1,0.5,0.333333333,0.75,0.5,0.25,0.5,1887,Prokopij Egorovic Nikolaev (Dèlèhinco)- Tjanja,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,8,Prokopij Egorovic Nikolaev (delehinco) (Round dance),red,-0.240608061,-0.054222367
478,db,a,c,a,0,1,0.5,e,d,0.5,0,0.5,0,e,0.5,0,0,,,,1,0.5,0,c,a,0,0.5,0.4,0.75,0.4,0.75,0.666666667,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.5,0.5,1626,Valentina Stepanovna Enokhova (monoCoraj) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,9,Valentina Stepanovna Enokhova (monocoraj) (Round dance),yellow,-0.065234723,-0.044163013
479,d,a,c,a,0,1,0,e,e,0,0,0.5,0,f,0,1,0,,,,1,0,0,c,c,0,0.5,0.6,1,0.6,0.75,1,1,1,1,0.5,0.666666667,0.75,0.75,0.25,0.75,1422,Evgenja Alekseevna Kurejska (Hèno) - Tura,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,10,Evgenja Alekseevna Kurejska (heno) (Round dance),red,-0.270364309,-0.067228088
480,d,a,c,b,0,1,0.5,ed,e,0.5,0,0.5,0.5,e,0,0,0.5,c,1,c,1,0,0,c,c,0,0.5,0.8,1,0.6,0.75,1,1,1,1,0.25,0.333333333,0.75,0.75,0.5,0.75,1847,Maria Enokhova Et Okjabrina Vladimirovna Naumova (Dèvèjdè) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,11,Maria Enokhova and Okjabrina Vladimirovna Naumova (devejde) (Round dance),red,-0.212882718,-0.149139232
481,a,,,,,0,0,a,,,,,,e,0,0,0,,,,0,0,0.5,a,a,,,,1,,0.5,,0,1,1,0.75,0.333333333,0.75,0.5,0.25,0,1537,Ivan Egorovic Galjujskij (Comptine En Forme De Dialogue) - Bajkit,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,12,Ivan Egorovic Galjujskij (nursery rhyme in the form of a dialogue) (Narrative song),green,0.031816457,0.200700842
482,d,a,c,a,0,1,0,e,d,0,0,0,0,a,0,0.5,0,,,,1,0,0,a,a,,,,0.75,0.6,0.5,1,0.666666667,0.5,1,0.25,0.333333333,0.5,0.25,0.5,0.5,1699,Uljana Nikolaevna Vasileva (U-Juju) - Dzilinda,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,13,Uljana Nikolaevna Vasileva (u-juju) (Narrative song),red,-0.169277734,0.094431607
483,d,a,c,a,0,1,0,e,d,1,1,1,0.5,f,0,0,0,,,,0.5,0,0,d,a,,0.75,0.8,1,0.6,0.25,1,0.666666667,1,1,0.25,0.666666667,0.75,0.75,0.5,0.25,1366,Oktjabrina Vladimirovna Et Svetlana Naumovna (Jangduli) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,14,Oktjabrina Vladimirovna and Svetlana Naumovna (jangduli) (Narrative song),red,-0.194986451,-0.08855274
484,d,a,c,a,0,1,0.5,e,d,0.5,0,0.5,0.5,cf,0,0.5,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.5,0.666666667,1,1,1,0.5,0.333333333,0.75,0.5,0.5,0.25,1538,Galina Andreevna Lekhanova (Gugjajè) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,15,Galina Andreevna Lekhanova (gudjaje) (Narrative song),yellow,-0.084334253,-0.0193991
485,d,c,c,a,0,1,0.5,e,d,0.5,0,0,0.5,e,0.5,0,0,,,,1,0.5,0,a,a,,,,1,0.4,0.5,1,1,1,1,0.5,0.333333333,0.5,0.5,0.5,0.5,1677,Elena Dmitrieva Tikhonova - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,16,Elena Dmitrieva Tikhonova (Narrative song),yellow,-0.062172522,-0.021287107
486,b,,,,,1,0,e,e,0.5,0,0,0,cf,0.5,0,0,,,,1,0.5,0,a,a,,,,0.5,0.8,0.5,0.666666667,1,0.5,0.5,0.5,0.666666667,0.25,0.5,0.75,0.25,1451,Galina Andreevna Abramova (Adyn Gacin) - Ust'-Njukza,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,17,Galina Andreevna Abramova (adyn gacin) (Narrative song),yellow,0.001698979,0.050442224
487,d,c,c,a,0,1,0.5,e,e,0.5,0,0.5,0.5,e,0.5,0,0,,,,1,0.5,0,a,a,,,,0.75,0.4,0.5,0.666666667,1,1,1,0.75,0.333333333,0.5,0.25,0.5,0.5,1439,Evdokja Egorovna Lekhanova - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,18,Evdokja Egorovna Lekhanova (Shamanic song),yellow,-0.058224491,-0.02161332
488,d,a,c,a,0,1,0,e,d,0.5,0,0,0,e,0,0,0,,,,1,0,0,a,a,,,,1,0.4,0.25,1,1,1,1,0.75,0.333333333,1,0.75,0.5,0.25,1332,Oktjabrina Vladimirovna Naumova (Buga) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,19,Oktjabrina Vladimirovna Naumova (buga) (Shamanic song),red,-0.167247765,0.037982741
489,ba,,,,,0,0.5,e,a,0.5,0,0.5,0.5,fe,0.5,1,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0,0.333333333,0.333333333,0.5,0.5,0.75,0.333333333,0.5,0.25,1,1,1388,Savelij Vasilev (Extrait D'un Rituel Chamanique) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,20,Savelij Vasilev (an excerpt from a shamanic ritual) ((Shamanic song),green,0.130205524,0.084650373
490,b,,,,,0.5,0.5,ea,d,0.5,0,0.5,0.5,fe,0.5,1,0,,,,0.5,0.5,0.5,a,ab,0,,,0.5,0.6,0.5,0.666666667,0.666666667,1,0.5,0.75,0.333333333,0.5,0.25,0.75,0.75,1536,Savelij Vasilev (Suite Du Rituel) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,21,Savelij Vasilev (continuation of the ritual) (Shamanic song),green,0.093055137,0.027845278
491,a,,,,,0,0.5,ea,d,0.5,0,0.5,0.5,f,0,1,0,,,,0,0.5,0.5,a,b,0,,,0.75,,0.25,,0.666666667,1,0,0.75,0.333333333,0.5,0.25,0.75,0.75,1565,Savelij Vasilev (Suite Du Rituel) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,22,Savelij Vasilev (continuation of the ritual) (Shamanic song),green,0.114815516,0.071275769
492,ab,,,,,0.5,1,ea,d,0.5,0,0.5,0,ef,0.5,1,0,,,,0.5,0.5,0.5,c,b,0.5,0.25,0.4,0.5,0.6,0.25,0.333333333,0.666666667,1,0.5,0.75,0.333333333,0.5,0.25,0.75,0.75,1535,Savelij Vasilev (Suite Du Rituel) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,23,Savelij Vasilev (continuation of the ritual) (Shamanic song),purple,0.123754841,-0.001977443
493,d,a,c,a,0,1,0,e,d,0.5,0,0,0,c,0,0,0,,,,1,0,0,c,c,0,0.5,0.4,1,0.4,0.75,1,1,1,1,0.5,0.333333333,0.5,0.5,0.25,0.25,1456,Prokopij Egorovnic Nikolaev (Gokaj) - Tjanja,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,24,Prokopij Egorovnic Nikolaev (gokaj) (Shamanic song),red,-0.223846806,-0.079384779
494,ba,,,,,1,0,e,d,0,0,0,0.5,c,0.5,0,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.25,0.333333333,1,1,1,0.75,0.666666667,0.75,0.5,0.75,0.5,1396,Galina Andreevna Lekhanova (Ogol) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,25,Galina Andreevna Lekhanova (ogol) (Lullaby),green,0.060999841,0.104440022
495,d,c,c,a,0,1,0.5,e,e,0.5,0,0.5,0.5,e,0.5,0,0,,,,1,0.5,0.5,a,a,,,,0.75,0.4,0.5,1,1,1,1,0.75,0.333333333,0.25,0.25,0.5,0.5,1532,Elena Dmitrieva Tikhonova - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,26,Elena Dmitrieva Tikhonova (Lullaby),yellow,-0.043365233,-0.036281456
496,d,a,c,a,0,1,0.5,e,d,0.5,0,0.5,0,e,0.5,0,0,,,,1,0,0,a,a,,,,1,0.4,0.25,1,1,1,1,0.75,0.333333333,0.5,0.25,0.5,0.5,1512,Oktjabrina Vladimirovna Naumovna (Sagadjam) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,27,Oktjabrina Vladimirovna Naumovna (sagadjam) (Lullaby),yellow,-0.115340619,0.003756126
497,b,,,,,1,0.5,e,d,0.5,0,0.5,0,e,0,0.5,0,,,,1,0.5,0,a,a,,,,0.75,0.4,0.5,0.666666667,1,1,1,0.5,0.333333333,0.75,0.5,0.5,0.5,1477,Margarita Kolesova (Ba-Lju-Lju) - Iengra,Evenk,Lecomte (1995-2012),Siberie 8: Ritual songs of the nomadic Taiga people,28,Margarita Kolesova (ba-lju-lju) (Lullaby),yellow,-0.020404092,0.071809073
498,bd,a,c,a,0,0.5,0.5,e,e,0.5,0,1,0.5,fc,0.5,0,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.6,0.5,0.666666667,1,0,1,0.5,0.666666667,0.75,1,0.5,0.25,1606,,Buryat,Lecomte (1995-2012),"Siberie 9: Buryatia: Rites, celebrations and dances around Lake Baikal",1,Xezengyn gol/sog duun (shamanic),blue,0.012229362,-0.042212524
499,db,a,c,a,0,1,0.5,e,d,0,0,0,0,e,0,0,0,,,,1,0,0,a,a,,,,0.75,0.6,0.5,0.666666667,1,0.5,1,0.5,0,0.25,0.75,0.5,0.5,2115,Track 03,Buryat,Lecomte (1995-2012),"Siberie 9: Buryatia: Rites, celebrations and dances around Lake Baikal",3,Geser epic (shamanic),yellow,-0.106714252,0.052559412
500,b,,,,,1,1,ea,d,1,0,1,0,ea,0,0,0,,,,1,0,1,d,a,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2026,Track 05,Buryat,Lecomte (1995-2012),"Siberie 9: Buryatia: Rites, celebrations and dances around Lake Baikal",5,Extranct from a Tantric Buddhist ritual (Buddhist),yellow,-0.064241511,0.068406525
501,d,b,c,a,0,1,1,e,d,1,0,1,0,ef,1,0,0,,,,1,1,0,a,a,,,,1,0,1,1,1,1,1,1,0,0,1,1,0,2025,Track 06,Buryat,Lecomte (1995-2012),"Siberie 9: Buryatia: Rites, celebrations and dances around Lake Baikal",6,A song to celebrate Sagaalgan (Buddhist),blue,-0.01995651,-0.094288026
502,b,,,,,0.5,0.5,e,d,0.5,0,0.5,0.5,fe,0.5,0.5,0,,,,0.5,0.5,0,a,a,,,,0.75,0.4,0.5,0.333333333,1,0,1,0.5,0.666666667,0.75,1,0.5,0.25,1629,,Buryat,Lecomte (1995-2012),"Siberie 9: Buryatia: Rites, celebrations and dances around Lake Baikal",7,Nabsahataj nogootoj (Buddhist),green,0.087137802,0.014891852
